JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2419789.5,1.1,,,Vis.,SFE,C,,,,,,,V,,,,ALF ORI,,STD,,,,
2421597.3,1.0,,,Vis.,HDD,,,,,,,,V,,,,ALF ORI,,STD,,,,
2421602.4,0.8,,,Vis.,HDD,,,,,,,,V,,,,ALF ORI,,STD,,,,
2421607.3,0.9,,,Vis.,HDD,,,,,,,,V,,,,ALF ORI,,STD,,,,
2421612.3,0.8,,,Vis.,HDD,M,,,,,,,V,,,,ALF ORI,,STD,,,,
2421622.3,0.9,,,Vis.,HDD,,,,,,,,V,,,,ALF ORI,,STD,,,,
2421623.3,0.9,,,Vis.,HDD,,,,,,,,V,,,,ALF ORI,,STD,,,,
2421624.3,0.9,,,Vis.,HDD,,,,,,,,V,,,,ALF ORI,,STD,,,,
2421626.3,0.9,,,Vis.,HDD,,,,,,,,V,,,,ALF ORI,,STD,,,,
2421627.3,0.8,,,Vis.,HDD,,,,,,,,V,,,,ALF ORI,,STD,,,,
2421627.3,0.1,,,Vis.,LY,,,,,,,,V,,,,ALF ORI,,STD,,,,
2421629.3,0.8,,,Vis.,HDD,,,,,,,,V,,,,ALF ORI,,STD,,,,
2421631.3,0.9,,,Vis.,HDD,,,,,,,,V,,,,ALF ORI,,STD,,,,
2421634.3,0.9,,,Vis.,HDD,,,,,,,,V,,,,ALF ORI,,STD,,,,
2421635.3,1.0,,,Vis.,HDD,,,,,,,,V,,,,ALF ORI,,STD,,,,
2421636.3,0.9,,,Vis.,HDD,,,,,,,,V,,,,ALF ORI,,STD,,,,
2421637.3,0.9,,,Vis.,HDD,,,,,,,,V,,,,ALF ORI,,STD,,,,
2421640.3,0.9,,,Vis.,HDD,M,,,,,,,V,,,,ALF ORI,,STD,,,,
2421641.3,0.2,,,Vis.,LY,,,,,,,,V,,,,ALF ORI,,STD,,,,
2421650.3,0.9,,,Vis.,HDD,M,,,,,,,V,,,,ALF ORI,,STD,,,,
2421654.4,0.2,,,Vis.,LY,,,,,,,,V,,,,ALF ORI,,STD,,,,
2421659.3,1.0,,,Vis.,HDD,,,,,,,,V,,,,ALF ORI,,STD,,,,
2421661.4,1.0,,,Vis.,HDD,,,,,,,,V,,,,ALF ORI,,STD,,,,
2421662.3,1.0,,,Vis.,HDD,,,,,,,,V,,,,ALF ORI,,STD,,,,
2421663.3,1.0,,,Vis.,HDD,,,,,,,,V,,,,ALF ORI,,STD,,,,
2421664.3,1.0,,,Vis.,HDD,,,,,,,,V,,,,ALF ORI,,STD,,,,
2421665.3,0.9,,,Vis.,HDD,,,,,,,,V,,,,ALF ORI,,STD,,,,
2421666.3,0.9,,,Vis.,HDD,,,,,,,,V,,,,ALF ORI,,STD,,,,
2421667.3,0.9,,,Vis.,HDD,,,,,,,,V,,,,ALF ORI,,STD,,,,
2421668.3,0.9,,,Vis.,HDD,,,,,,,,V,,,,ALF ORI,,STD,,,,
2421676.3,0.9,,,Vis.,HDD,M,,,,,,,V,,,,ALF ORI,,STD,,,,
2421679.4,0.9,,,Vis.,HDD,M,,,,,,,V,,,,ALF ORI,,STD,,,,
2421684.3,0.9,,,Vis.,HDD,,,,,,,,V,,,,ALF ORI,,STD,,,,
2422912.6,1.3,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2422933.6,1.0,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2422958.68,1.0,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2422964.663,1.0,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2422968.679,0.9,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2422970.683,1.0,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2422971.676,0.9,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2422972.663,0.9,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2422972.679,0.9,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2422974.682,0.9,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2422975.678,0.8,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2422984.688,1.0,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2422994.686,0.9,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423018.71,0.7,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423022.69,0.7,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423024.68,0.9,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423030.67,0.8,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423031.68,0.8,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423033.66,0.8,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423060.4,0.9,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423090.3,0.7,,,Vis.,AN,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423090.36,0.9,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423109.3,0.8,,,Vis.,AN,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423109.35,0.9,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423111.34,0.9,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423112.32,0.9,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423117.4,0.9,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423118.37,1.0,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423120.3,0.8,,,Vis.,AN,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423127.3,0.9,,,Vis.,AN,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423130.3,0.8,,,Vis.,AN,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423130.33,0.9,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423315.6,0.8,,,Vis.,AN,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423329.65,0.8,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423330.6,0.8,,,Vis.,AN,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423369.6,0.7,,,Vis.,AN,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423381.7,0.8,,,Vis.,AN,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423438.3,0.9,,,Vis.,AN,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423438.4,1.0,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423439.3,0.9,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423446.3,0.8,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423457.3,0.7,,,Vis.,AN,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423464.3,0.7,,,Vis.,AN,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423465.3,0.7,,,Vis.,AN,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423466.3,0.8,,,Vis.,AN,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423472.3,0.8,,,Vis.,AN,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423473.3,0.8,,,Vis.,AN,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423479.315,1.0,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423484.302,0.8,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423485.3,0.9,,,Vis.,AN,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423489.266,0.9,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423490.3,0.9,,,Vis.,AN,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423492.271,0.9,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423496.294,0.9,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423497.317,0.9,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423498.288,0.8,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423498.3,0.9,,,Vis.,AN,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423500.331,0.8,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423503.29,0.8,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423504.306,0.8,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423512.304,0.8,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423513.304,0.7,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423514.317,0.9,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423515.306,0.9,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423521.342,0.8,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423682.4,0.7,,,Vis.,AN,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423702.665,0.4,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423703.679,0.3,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423712.659,0.4,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423725.639,0.3,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423729.665,0.2,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423758.4,0.8,,,Vis.,AN,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423785.4,0.7,,,Vis.,AN,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423814.4,0.6,,,Vis.,AN,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423818.3,0.7,,,Vis.,AN,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423824.3,0.7,,,Vis.,AN,,,,,,,,V,,,,ALF ORI,,STD,,,,
2423861.292,0.4,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2424087.7,0.7,,,Vis.,AN,,,,,,,,V,,,,ALF ORI,,STD,,,,
2424957.31,1.2,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2424959.31,1.3,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2424962.29,1.2,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425239.92,1.2,,,Vis.,FUR,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425256.89,1.2,,,Vis.,FUR,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425259.37,0.8,,,Vis.,GLT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425259.4,0.9,,,Vis.,AN,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425260.93,1.1,,,Vis.,FUR,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425266.01,1.1,,,Vis.,FUR,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425267.39,0.9,,,Vis.,GLT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425267.99,1.1,,,Vis.,FUR,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425270.26,0.9,,,Vis.,GLT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425270.93,0.9,,,Vis.,FUR,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425276.00,1.0,,,Vis.,FUR,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425278.4,0.8,,,Vis.,GLT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425283.89,0.9,,,Vis.,FUR,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425293.2,0.8,,,Vis.,GLT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425299.29,1.0,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425301.3,1.0,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425302.38,1.1,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425303.35,1.0,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425304.35,1.1,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425323.97,0.8,,,Vis.,FUR,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425515.61,0.9,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425517.61,0.8,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425519.63,0.8,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425520.61,0.9,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425521.63,0.9,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425522.63,0.9,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425527.63,0.7,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425529.63,0.8,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425534.58,0.8,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425538.66,0.8,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425539.65,0.7,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425545.64,0.7,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425553.61,0.6,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425555.61,0.6,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425557.63,0.5,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425562.6,0.4,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425565.66,0.6,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425568.65,0.4,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425569.66,0.6,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425572.6,0.4,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425575.68,0.4,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425585.64,0.4,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425587.67,0.3,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425594.63,0.2,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425597.4,0.7,,,Vis.,AN,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425608.61,0.2,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425611.34,0.5,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425617.4,0.4,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425627.3,0.7,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425633.3,0.6,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425644.29,0.6,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425652.26,0.8,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425663.36,0.8,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425677.26,0.8,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425685.34,0.8,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425698.3,0.8,,,Vis.,AN,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425703.322,0.7,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425718.292,0.6,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425721.308,0.8,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425726.283,0.5,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425847.6,0.5,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425862.6,0.5,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425871.6,0.7,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425883.7,0.7,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425886.667,0.8,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425894.645,0.8,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425901.637,0.7,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425915.601,0.8,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425928.7,0.6,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425940.7,0.6,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425958.6,0.5,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425970.5,0.4,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425975.4,0.4,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2425998.3,0.3,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426015.3,0.2,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426039.3,0.3,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426053.3,0.3,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426063.3,0.3,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426067.3,0.2,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426093.3,0.2,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426211.3,0.3,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426228.6,0.5,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426235.3,0.3,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426239.6,0.5,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426239.6,0.8,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426249.3,0.1,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426266.7,0.3,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426271.6,0.4,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426275.3,0.2,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426276.7,0.2,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426292.7,0.4,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426298.6,0.4,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426300.0,0.1,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426320.1,0.2,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426326.1,0.3,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426327.6,0.4,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426329.4,0.3,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426329.6,0.5,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426333.1,0.2,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426348.4,0.3,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426349.6,0.4,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426350.3,0.6,,,Vis.,L,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426351.6,0.4,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426352.0,0.2,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426358.0,0.2,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426358.6,0.4,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426360.4,0.6,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426368.0,0.0,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426378.6,0.4,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426383.0,0.1,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426387.6,0.4,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426390.0,0.1,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426395.0,0.1,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426407.6,0.5,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426410.0,0.2,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426416.6,0.4,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426419.0,-0.1,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426433.6,0.6,,,Vis.,OBS,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426436.6,0.5,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426439.6,0.6,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426443.0,0.3,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426445.6,0.6,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426447.9,0.3,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426449.6,0.9,,,Vis.,OBS,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426450.0,0.2,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426450.6,0.6,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426452.9,0.1,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426454.6,0.7,,,Vis.,OBS,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426468.7,0.7,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426472.9,0.1,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426473.7,0.6,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426477.9,0.1,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426494.9,0.1,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426579.4,0.9,,,Vis.,SP,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426593.8,0.9,,,Vis.,SP,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426598.5,0.9,,,Vis.,SP,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426599.4,0.9,,,Vis.,SP,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426601.8,0.9,,,Vis.,SP,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426617.4,0.9,,,Vis.,SP,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426618.4,0.9,,,Vis.,SP,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426620.0,0.3,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426620.4,1.0,,,Vis.,SP,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426622.4,0.9,,,Vis.,SP,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426624.3,0.1,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426624.4,1.1,,,Vis.,SP,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426624.7,1.0,,,Vis.,SP,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426626.9,0.4,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426633.6,0.8,,,Vis.,SP,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426634.8,0.8,,,Vis.,SP,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426635.8,0.8,,,Vis.,SP,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426639.8,0.4,,,Vis.,KO,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426646.7,0.5,,,Vis.,KO,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426646.7,0.9,,,Vis.,SP,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426648.7,0.4,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426649.6,0.9,,,Vis.,SWM,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426650.7,0.4,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426652.7,0.3,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426652.7,0.9,,,Vis.,SWM,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426653.7,1.0,,,Vis.,SWM,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426654.7,1.1,,,Vis.,SWM,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426659.6,0.2,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426674.0,0.3,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426675.6,0.4,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426677.6,0.5,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426689.4,0.3,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426690.6,0.8,,,Vis.,OBS,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426691.0,0.1,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426702.0,0.3,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426703.6,0.5,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426707.6,0.5,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426712.1,0.3,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426716.0,0.3,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426725.6,0.9,,,Vis.,OBS,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426730.3,0.5,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426731.6,0.7,,,Vis.,OBS,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426733.6,0.5,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426736.0,0.2,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426741.6,0.4,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426744.0,0.2,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426751.0,0.2,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426761.4,0.4,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
